RCDTS,School Name,District,City,County,District Type,School Type,Grades Served,% Student Enrollment -Male,% Student Enrollment - Female,% Student Enrollment - Non-binary,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Middle Eastern or North African,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Former EL,% Student Enrollment - Never EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,% Student Enrollment - Youth in Care,% Student Enrollment - Migrant,% Student Enrollment - Military,% Teachers - White,% Teachers - Black or African American,% Teachers - Hispanic or Latino,% Teachers - Asian,% Teachers - Native Hawaiian or Other Pacific Islander,% Teachers - American Indian or Alaska Native,% Teachers - Two or More Races,% Teachers - MENA,% Out-of-Field Teachers,% Out-of-Field Teachers - High Poverty Schools,% Out-of-Field Teachers - Low Poverty Schools,% 9th Grade on Track - White,% 9th Grade on Track - Black or African American,% 9th Grade on Track - Hispanic or Latino,% 9th Grade on Track - Asian,% 9th Grade on Track - Native Hawaiian or Other Pacific Islander,% 9th Grade on Track - American Indian or Alaska Native,% 9th Grade on Track - Two or More Races,% 9th Grade on Track - MENA,% 9th Grade on Track - Children with Disabilities,% 9th Grade on Track - IEP,% 9th Grade on Track - EL,% 4-year Institution Remediation - ELA,% CRDC School Related Arrests,% Students Assessed for Giftedness  - White,% Students Assessed for Giftedness  - Black or African American,% Students Assessed for Giftedness  - Hispanic or Latino,% Students Assessed for Giftedness  - Asian,% Students Assessed for Giftedness  - Native Hawaiian or Other Pacific Islander,% Students Assessed for Giftedness  - American Indian or Alaska Native,% Students Assessed for Giftedness  - Two or More Race,% Students Assessed for Giftedness  - MENA,% Students Assessed for Giftedness  - IEP,% Students Assessed for Giftedness  - EL,% Students Identified as Gifted  - White,% Students Identified as Gifted  - Black or African American,% Students Identified as Gifted  - Hispanic or Latino,% Students Identified as Gifted  - Asian,% Students Identified as Gifted  - Native Hawaiian or Other Pacific Islander,% Students Identified as Gifted  - American Indian or Alaska Native,% Students Identified as Gifted  - Two or More Race,% Students Identified as Gifted  - MENA,% Students Identified as Gifted  - IEP,% Students Identified as Gifted  - EL,% of Students Assessed for Giftedness Taught by Gifted-endorsed Teachers  - White,% of Students Assessed for Giftedness Taught by Gifted-endorsed Teachers  - Black or African American,% of Students Assessed for Giftedness Taught by Gifted-endorsed Teachers  - Hispanic or Latino,% of Students Assessed for Giftedness Taught by Gifted-endorsed Teachers  - Asian,% of Students Assessed for Giftedness Taught by Gifted-endorsed Teachers  - Native Hawaiian or Other Pacific Islander,% of Students Assessed for Giftedness Taught by Gifted-endorsed Teachers  - American Indian or Alaska Native,% of Students Assessed for Giftedness Taught by Gifted-endorsed Teachers  - Two or More Race,% of Students Assessed for Giftedness Taught by Gifted-endorsed Teachers  - MENA,% of Students Assessed for Giftedness Taught by Gifted-endorsed Teachers  - IEP,% of Students Assessed for Giftedness Taught by Gifted-endorsed Teachers  - EL,% Students Identified as Gifted Taught by Gifted-endorsed Teachers  - White,% Students Identified as Gifted Taught by Gifted-endorsed Teachers  - Black or African American,% Students Identified as Gifted Taught by Gifted-endorsed Teachers  - Hispanic or Latino,% Students Identified as Gifted Taught by Gifted-endorsed Teachers  - Asian,% Students Identified as Gifted Taught by Gifted-endorsed Teachers  - Native Hawaiian or Other Pacific Islander,% Students Identified as Gifted Taught by Gifted-endorsed Teachers  - American Indian or Alaska Native,% Students Identified as Gifted Taught by Gifted-endorsed Teachers  - Two or More Race,% Students Identified as Gifted Taught by Gifted-endorsed Teachers  - MENA,% Students Identified as Gifted Taught by Gifted-endorsed Teachers  - IEP,% Students Identified as Gifted Taught by Gifted-endorsed Teachers  - EL
13-058-5010-26-0001,Sandoval Sr High School,Sandoval CUSD 501,Sandoval,Marion,Unit District,High School,9 - 12,53.4,46.6,,87.3,,,,,,,,23.7,22.9,,,100.0,81.4,8.5,,,,88.7,,,,,,11.3,,6.3,,,92.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-019-4300-26-0001,Sandwich Community High School,Sandwich CUSD 430,Sandwich,Dekalb,Unit District,High School,9 - 12,54.4,45.6,,72.6,,22.4,,,,3.3,,19.1,15.1,5.0,9.6,85.5,45.4,,,,,95.3,,,,,,,,7.7,,,89.2,,80.6,,,,,,60.7,57.1,,,0.0,97.1,,92.0,,,,94.7,,99.0,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-055-0090-26-0001,Sangamon Valley High School,Sangamon Valley CUSD 9,Niantic,Macon,Unit District,High School,9 - 12,55.7,44.3,,89.7,,,,,,,,21.6,12.9,,,,64.9,,,,,100.0,,,,,,,,6.0,,,98.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-043-2110-26-0002,Scales Mound High School,Scales Mound CUSD 211,Scales Mound,Jo Daviess,Unit District,High School,9 - 12,50.0,50.0,,89.7,,,,,,,,23.5,20.6,,,100.0,32.4,,,,,91.1,,,,,,,,10.9,,,93.3,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-085-0050-26-0001,Rushville-Industry High School,Schuyler-Industry CUSD 5,Rushville,Schuyler,Unit District,High School,9 - 12,45.1,54.9,,89.5,,4.5,,,,,,20.3,15.4,,,94.8,46.9,,,,,97.9,,2.1,,,,,,9.9,,,92.5,,,,,,,,88.9,93.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-086-0020-26-0001,Bluffs High School,Scott-Morgan CUSD 2,Bluffs,Scott,Unit District,High School,9 - 12,52.0,48.0,,,,,,,,,,,,,,100.0,32.0,,,,,100.0,,,,,,,,19.8,,,85.7,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-045-0460-22-0004,Bartlett High School,SD U-46,Bartlett,Kane,Unit District,High School,9 - 12,53.3,,,36.7,3.4,38.2,17.7,,,3.3,,16.8,11.0,25.5,25.5,49.0,38.5,1.8,,,,81.2,2.1,12.9,3.1,,,0.7,,4.5,,,96.1,94.7,89.9,100.0,,,100.0,,88.9,89.8,91.9,,0.0,66.4,44.9,60.5,71.4,,,68.6,,21.1,44.9,18.4,,9.3,25.5,,,25.7,,,,3.5,,1.6,6.5,,,,,,,,,,,,,,,,
31-045-0460-22-0001,Elgin High School,SD U-46,Elgin,Kane,Unit District,High School,9 - 12,50.9,,,8.1,4.5,78.5,4.2,,2.2,2.4,,15.4,11.7,45.6,30.0,24.4,62.3,3.1,,,,65.1,1.4,28.6,3.5,0.7,,0.7,,2.9,,,92.2,92.3,84.1,89.5,,,100.0,,88.5,87.6,79.2,,0.0,62.6,31.7,66.5,76.8,,83.0,65.7,,14.4,56.8,27.6,,9.2,52.6,,,19.4,,,1.1,15.4,,5.8,26.3,,,,,,1.0,7.0,,2.2,21.1,,,,,,
31-045-0460-22-0002,Larkin High School,SD U-46,Elgin,Kane,Unit District,High School,PK - 12,,51.6,,10.5,8.0,74.9,,,1.6,3.9,,19.6,14.1,48.3,19.0,32.7,64.8,4.3,,,,72.9,0.7,20.7,2.1,,1.4,2.1,,2.6,,,94.7,75.7,82.2,,,,77.8,,79.0,82.5,78.3,,0.0,57.1,30.9,65.1,64.3,,86.5,53.5,,22.2,58.8,20.8,9.4,9.0,,,,18.6,,,2.2,,,,,,,,,,,,,,,,,,,,
31-045-0460-22-0005,South Elgin High School,SD U-46,South Elgin,Kane,Unit District,High School,9 - 12,50.7,49.3,,39.6,5.4,38.9,11.1,,,4.4,,20.4,13.2,23.9,16.6,59.5,36.9,2.3,,,,83.3,2.0,12.1,1.5,,,1.2,,3.1,,,93.9,81.6,87.4,98.7,,,83.3,,83.3,81.8,86.4,,0.0,65.2,36.9,54.2,74.5,,72.2,61.0,,22.1,39.0,19.7,,8.7,27.0,,,15.4,,,1.7,,,,,,,,,,,,,,,,,,,,
31-045-0460-22-0003,Streamwood High School,SD U-46,Streamwood,Kane,Unit District,High School,9 - 12,50.4,49.6,,15.4,8.1,66.4,5.8,,1.4,2.8,,19.6,15.1,39.5,27.8,32.7,56.1,1.3,,,,69.0,3.4,23.2,2.6,,,1.7,,11.9,,,93.0,87.1,84.9,94.1,,,,,86.1,84.7,80.5,,0.1,64.8,27.4,63.7,76.4,,71.4,58.8,,19.7,49.6,14.8,7.8,9.5,35.0,,,,,,,4.9,,,12.7,,,,,,,3.3,,,7.6,,,,,,
35-050-1600-17-0001,Seneca High School,Seneca Twp HSD 160,Seneca,La Salle,High School District,High School,9 - 12,52.7,47.3,,84.4,,12.6,,,,,,21.8,16.1,,,96.5,31.2,,,,,100.0,,,,,,,,9.0,,,97.6,,91.7,,,,,,91.3,93.8,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-050-0020-26-0001,Serena High School,Serena CUSD 2,Serena,La Salle,Unit District,High School,9 - 12,52.9,47.1,,85.8,,9.0,,,,,,16.1,11.6,,,92.9,32.3,,,,,100.0,,,,,,,,7.5,,,97.3,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-028-1960-26-0001,Sesser-Valier High School,Sesser-Valier CUSD 196,Sesser,Franklin,Unit District,High School,9 - 12,55.0,45.0,,92.4,,,,,,,,16.4,14.6,,,100.0,47.4,,,,,94.1,,,,,,,,16.1,,,95.6,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-091-0840-26-0001,Shawnee High School,Shawnee CUSD 84,Wolf Lake,Union,Unit District,High School,9 - 12,38.8,61.2,,94.0,,,,,,,,20.9,14.9,,,,50.7,19.4,,,,87.8,,,,,,,,28.3,,,95.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-087-0040-26-0001,Shelbyville High School,Shelbyville CUSD 4,Shelbyville,Shelby,Unit District,High School,9 - 12,48.1,51.9,,90.3,3.2,2.9,,,,,,16.7,13.2,,,100.0,37.5,,,,,98.9,,,,,,1.1,,17.4,,,79.2,,,,,,,,68.8,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-081-2000-26-0001,Sherrard High School,Sherrard CUSD 200,Sherrard,Rock Island,Unit District,High School,9 - 12,45.6,54.4,,86.9,,7.8,,,,4.4,,9.4,9.2,,,99.1,25.5,,,,,97.0,,3.0,,,,,,23.7,,,98.1,,,,,,,,90.0,89.5,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-023-0010-26-0001,Shiloh High School,Shiloh CUSD 1,Hume,Edgar,Unit District,High School,9 - 12,49.5,50.5,,89.0,,,,,,,,28.4,14.7,,,100.0,48.6,,,,,100.0,,,,,,,,11.5,,,96.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-019-4320-26-0003,Somonauk High School,Somonauk CUSD 432,Somonauk,Dekalb,Unit District,High School,9 - 12,52.1,47.9,,84.5,,11.0,,,,,,16.4,11.0,,,96.8,39.7,,,,,89.7,,5.2,,,,,,30.7,,,97.8,,,,,,,,90.9,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-058-4010-26-0001,South Central High School,South Central CUD 401,Farina,Marion,Unit District,High School,9 - 12,48.6,51.4,,,,,,,,,,10.6,10.1,,,100.0,46.4,5.6,,,,100.0,,,,,,,,42.2,,,97.8,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-011-0140-24-0001,South Fork Jr Sr High School,South Fork SD 14,Kincaid,Christian,Unit District,High School,6 - 12,47.0,53.0,,93.9,,,,,,,,20.5,18.2,,,100.0,52.3,,,,,100.0,,,,,,,,24.4,,,100.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-034-3370-26-0001,Southeastern Jr/Sr High School,Southeastern CUSD 337,Augusta,Hancock,Unit District,High School,7 - 12,50.9,49.1,,96.0,,,,,,,,14.9,14.9,,,100.0,53.1,5.7,,,,79.0,,,,,,,,43.6,,,93.1,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-016-9010-25-001C,Southland College Prep Charter High School,Southland College Prep Charter High School,Richton Park,Cook,Unit District,High School,9 - 12,46.7,53.3,,,90.6,5.4,,,,2.4,,16.5,11.1,,,95.3,45.3,,,,,33.7,42.1,6.9,3.5,,1.7,5.2,,,,,,96.0,100.0,,,,,,94.7,100.0,,,0.0,,28.9,62.1,,,,,,,,,28.9,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-056-0090-26-0001,Southwestern High School,Southwestern CUSD 9,Piasa,Macoupin,Unit District,High School,9 - 12,51.5,48.5,,94.2,,,,,,,,14.2,12.1,,,100.0,41.9,3.0,,,,100.0,,,,,,,,6.8,,,93.5,,,,,,,,100.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-079-1400-26-0001,Sparta High School,Sparta CUSD 140,Sparta,Randolph,Unit District,High School,9 - 12,51.7,,,74.8,15.3,,,,,6.8,,15.0,15.0,,,98.3,61.9,7.1,,,,96.0,,,4.0,,,,,7.7,,,92.3,91.7,,,,,,,89.5,89.5,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-029-0040-26-0001,Spoon River Valley Sr High Sch,Spoon River Valley CUSD 4,London Mills,Fulton,Unit District,High School,9 - 12,56.7,43.3,,93.3,,,,,,,,16.7,,,,100.0,43.3,,,,,92.6,,,,,,,,27.1,,,86.7,,,,,,,,,,,,0.0,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-084-1860-25-0001,Lanphier High School,Springfield SD 186,Springfield,Sangamon,Unit District,High School,9 - 12,52.5,,,37.8,45.3,2.4,,,,13.9,,21.2,21.2,,,98.7,74.0,1.4,1.9,,1.8,79.0,11.9,3.8,,,,2.6,,8.2,,,62.7,54.9,,,,,61.3,,54.2,54.2,,,0.0,84.8,87.3,87.5,,,,91.9,,87.7,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-084-1860-25-0002,Springfield High School,Springfield SD 186,Springfield,Sangamon,Unit District,High School,9 - 12,50.0,49.2,0.8,49.0,29.0,6.3,6.2,,,9.1,,11.1,11.1,4.9,2.3,92.7,36.5,,,,1.9,94.3,1.9,,2.5,,,,,5.8,,,93.0,70.5,75.0,87.5,,,92.6,,65.7,65.7,,,0.5,73.2,85.1,53.2,73.2,,,90.8,,86.3,26.5,20.6,8.7,,39.0,,,20.8,,,,,,,,,,,,,,,,,,,,,,,
51-084-1860-25-0003,Springfield Southeast High Sch,Springfield SD 186,Springfield,Sangamon,Unit District,High School,9 - 12,47.8,50.9,1.3,30.2,54.2,2.4,,,,12.2,,19.5,19.5,,,97.7,65.9,1.5,1.6,,2.0,85.6,5.0,,2.5,,,4.4,,7.8,,,81.3,68.8,,,,,82.1,,60.7,60.7,,,0.2,84.7,84.7,86.7,,,,83.1,,82.0,,10.6,3.0,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,
31-045-3030-26-0011,St Charles East High School,St Charles CUSD 303,Saint Charles,Kane,Unit District,High School,9 - 12,49.4,50.6,,68.3,1.8,17.3,8.3,,,3.8,,27.3,14.0,8.3,10.6,81.2,20.4,3.1,,,,92.6,0.7,2.7,2.7,,,,,5.3,,,93.6,,92.9,97.6,,,95.0,,82.4,75.7,83.7,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-045-3030-26-0012,St Charles North High School,St Charles CUSD 303,Saint Charles,Kane,Unit District,High School,9 - 12,50.3,49.7,,71.1,2.2,12.7,10.0,,,3.6,,25.2,11.6,4.2,9.3,86.5,13.5,0.6,,,,94.7,1.5,3.0,,,,0.8,,4.1,,,93.7,,87.1,96.9,,,100.0,,86.6,79.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-026-2020-26-0002,St Elmo Sr High School,St Elmo CUSD 202,Saint Elmo,Fayette,Unit District,High School,9 - 12,55.2,44.8,,,,,,,,,,13.3,11.4,,,97.1,41.0,9.5,,,,100.0,,,,,,,,8.6,,,95.5,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-010-3050-16-0001,St Joseph-Ogden High School,St Joseph Ogden CHSD 305,Saint Joseph,Champaign,High School District,High School,9 - 12,54.1,45.9,,91.6,,4.0,2.2,,,,,22.5,7.7,,,97.4,7.3,,,,,92.8,,1.3,,,2.8,3.0,,8.6,,,98.3,,,,,,,,96.7,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-046-0240-27-0001,St Anne Comm High School,St. Anne Unit District 24,Saint Anne,Kankakee,Unit District,High School,9 - 12,56.6,43.4,,34.7,21.4,36.2,,,,,,16.3,14.3,17.3,5.1,77.6,71.9,,,,,89.4,,10.6,,,,,,29.5,,,100.0,,100.0,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-088-1000-26-0001,Stark County High School,Stark County CUSD 100,Toulon,Stark,Unit District,High School,9 - 12,49.3,50.7,,91.4,,4.5,,,,,,12.2,12.2,,,98.6,42.5,,,,,93.1,,,,,,,,17.9,,,90.9,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-056-0060-26-0001,Staunton High School,Staunton CUSD 6,Staunton,Macoupin,Unit District,High School,9 - 12,53.3,46.7,,91.6,,3.5,,,,3.3,,21.2,16.3,,,100.0,32.9,2.7,,,,100.0,,,,,,,,1.6,,,94.7,,,,,,,,89.5,88.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-079-1380-26-0001,Steeleville High School,Steeleville CUSD 138,Steeleville,Randolph,Unit District,High School,9 - 12,56.3,43.8,,89.6,,,,,,,,10.4,10.4,,,,35.4,,,,,82.8,,,,,,,,3.1,,,100.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47-098-0050-26-0014,Sterling High School,Sterling CUSD 5,Sterling,Whiteside,Unit District,High School,9 - 12,49.9,50.1,,52.1,2.3,37.7,,,,6.3,,18.5,16.7,6.2,4.4,89.5,53.8,2.6,,,1.4,77.7,1.7,13.7,,,,1.7,,14.5,,,89.2,,86.5,,,,100.0,,78.3,79.6,89.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-087-005A-26-0001,Stewardson-Strasburg High School,Stewardson-Strasburg CUD 5A,Strasburg,Shelby,Unit District,High School,9 - 12,54.3,45.7,,97.9,,,,,,,,12.9,12.1,,,100.0,35.0,,,,,100.0,,,,,,,,10.1,,,100.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-043-2060-26-0003,Stockton Sr High School,Stockton CUSD 206,Stockton,Jo Daviess,Unit District,High School,9 - 12,57.0,43.0,,81.8,,12.1,,,,,,10.9,8.5,,,98.8,41.2,,,,,93.1,,,,,,,,16.2,,,100.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-050-0400-17-0001,Streator Twp High School,Streator Twp HSD 40,Streator,La Salle,High School District,High School,9 - 12,50.9,49.1,,61.8,4.0,24.2,,,,8.9,,21.7,15.7,6.9,6.5,86.6,54.6,1.5,,,,98.2,,,,,1.8,,,22.6,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-070-3000-26-0004,Sullivan High School,Sullivan CUSD 300,Sullivan,Moultrie,Unit District,High School,9 - 12,53.9,46.1,,92.9,,,,,,3.9,,15.6,10.7,,,,43.8,,,,,95.1,,4.9,,,,,,2.0,,,86.5,,,,,,,,,,,,0.0,98.6,,,,,,91.7,,100.0,,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-019-4270-26-0001,Sycamore High School,Sycamore CUSD 427,Sycamore,Dekalb,Unit District,High School,9 - 12,50.9,49.1,,79.9,2.8,12.1,,,,3.0,,22.9,13.0,3.2,3.1,93.7,23.5,,,,,94.2,1.4,2.4,2.0,,,,,5.1,,,95.1,,88.9,,,,,,82.8,88.6,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-011-0030-26-0006,Taylorville Sr High School,Taylorville CUSD 3,Taylorville,Christian,Unit District,High School,9 - 12,49.4,50.6,,91.6,,3.1,,,,3.6,,13.9,12.3,,,99.7,36.4,1.4,,,,100.0,,,,,,,,2.1,,,94.2,,,,,,,,82.1,81.5,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-025-0500-26-0001,Teutopolis High School,Teutopolis CUSD 50,Teutopolis,Effingham,Unit District,High School,9 - 12,50.3,49.7,,98.5,,,,,,,,7.1,6.8,,,100.0,9.2,,,,3.9,100.0,,,,,,,,4.1,,,100.0,,,,,,,,100.0,100.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-028-1740-26-0001,Thompsonville High School,Thompsonville CUSD 174,Thompsonville,Franklin,Unit District,High School,9 - 12,55.7,44.3,,100.0,,,,,,,,12.5,12.5,,,100.0,51.1,18.2,,,,100.0,,,,,,,,15.2,,,90.9,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-016-2150-17-0001,Thornton Fractnl No High School,Thornton Fractional Twp HSD 215,Calumet City,Cook,High School District,High School,9 - 12,49.2,50.8,,0.8,60.2,38.3,,,,,,11.9,11.9,19.1,10.2,70.7,79.7,1.6,,,,78.3,15.9,,2.3,,2.3,1.2,,14.2,,,,73.3,83.5,,,,,,88.4,88.4,77.6,,0.0,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-016-2150-17-0002,Thornton Fractnl So High School,Thornton Fractional Twp HSD 215,Lansing,Cook,High School District,High School,9 - 12,47.2,52.8,,5.4,67.6,25.4,,,,0.6,,13.4,13.4,8.9,9.0,82.1,67.3,4.0,,,,91.5,8.5,,,,,,,9.3,,,100.0,88.2,85.8,,,,,,85.7,85.7,76.2,,0.0,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-016-2050-17-0002,Thornridge High School,Thornton Twp HSD 205,Dolton,Cook,High School District,High School,9 - 12,51.3,48.7,,,89.0,8.4,,,,2.0,,17.8,15.1,7.5,1.5,91.0,85.8,21.8,,,1.3,56.8,37.0,4.7,,,,1.6,,4.1,,,,82.4,100.0,,,,,,84.2,88.2,94.1,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-016-2050-17-0001,Thornton Township High School,Thornton Twp HSD 205,Harvey,Cook,High School District,High School,9 - 12,50.9,49.1,,3.3,64.3,30.2,1.2,,,0.7,,14.2,11.7,22.4,7.8,69.8,87.4,8.5,,,2.3,50.2,38.1,8.4,2.5,,,,,8.5,,,,79.0,82.2,,,,,,78.6,80.6,82.6,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-016-2050-17-0003,Thornwood High School,Thornton Twp HSD 205,South Holland,Cook,High School District,High School,9 - 12,50.9,49.1,,1.8,81.8,14.3,,,,1.8,,18.4,15.6,7.6,4.3,88.2,72.4,4.0,0.9,,1.2,55.5,31.8,6.4,2.8,,,2.1,,2.6,,,76.9,85.9,91.2,,,,,,91.3,93.3,92.3,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-010-0070-26-0007,Unity High School,Tolono CUSD 7,Tolono,Champaign,Unit District,High School,9 - 12,51.1,48.9,,88.3,,2.8,,,,5.3,,7.4,7.4,,,98.3,24.3,,,,,100.0,,,,,,,,4.7,,,91.8,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-016-2110-17-0006,Hoffman Estates High School,Township HSD 211,Hoffman Estates,Cook,High School District,High School,9 - 12,50.8,49.2,,27.1,9.7,37.4,19.4,,,5.2,0.8,16.7,9.4,20.5,33.9,45.6,52.5,1.1,,,,78.3,6.2,7.6,5.1,0.6,,2.2,,4.4,,,95.7,100.0,95.2,98.1,,,100.0,,97.1,93.1,94.4,,1.7,93.4,88.3,88.2,91.9,,,94.8,91.7,72.1,71.8,74.4,62.2,67.7,83.4,,,75.9,87.5,31.0,45.1,,,,,,,,,,,,,,,,,,,,
05-016-2110-17-0001,J B Conant High School,Township HSD 211,Hoffman Estates,Cook,High School District,High School,9 - 12,50.7,,,42.6,3.1,19.6,29.2,,,4.6,0.6,13.7,5.9,14.3,32.0,53.8,34.7,0.7,,,,84.4,1.9,8.2,4.3,0.6,0.6,,,3.5,,,98.0,94.1,96.1,97.6,,,100.0,,90.2,82.9,94.3,,0.5,95.6,85.7,89.9,95.0,,,94.6,95.5,74.9,77.8,79.5,61.9,57.7,86.7,,,83.7,86.4,33.3,38.1,,,,,,,,,,,,,,,,,,,,
05-016-2110-17-0003,Palatine High School,Township HSD 211,Palatine,Cook,High School District,High School,9 - 12,51.9,,,31.5,6.0,51.1,7.3,,,3.6,,22.6,12.0,29.0,24.0,47.1,62.0,5.3,,,0.6,81.9,0.6,12.5,4.4,,,0.6,,5.6,,,99.3,97.4,87.4,97.8,,,100.0,,91.3,88.5,84.2,,0.2,94.8,85.9,87.6,92.8,,,92.7,100.0,75.6,78.8,79.3,50.6,52.7,80.6,,,67.7,,25.3,30.2,,,,,,,,,,,,,,,,,,,,
05-016-2110-17-0004,Schaumburg High School,Township HSD 211,Schaumburg,Cook,High School District,High School,9 - 12,51.7,48.3,,44.8,4.0,26.4,19.0,,,4.9,0.7,17.3,7.5,11.5,32.7,55.8,38.3,1.0,,,0.5,89.2,0.7,7.6,1.1,,,0.8,,5.1,,,99.0,88.0,94.6,99.1,,,100.0,,93.7,91.0,95.2,,0.8,95.2,83.8,87.7,92.5,,,95.3,95.2,65.8,62.9,78.4,57.7,61.2,81.1,,,85.2,85.7,24.3,30.2,,,,,,,,,,,,,,,,,,,,
05-016-2110-17-0002,Wm Fremd High School,Township HSD 211,Palatine,Cook,High School District,High School,9 - 12,,50.1,,45.3,3.7,13.4,33.1,,,4.3,,20.3,7.1,10.8,19.0,70.2,22.2,0.8,,,0.5,84.7,2.5,7.5,2.8,0.6,,1.9,,2.6,,,99.0,93.1,100.0,98.5,,,100.0,,96.9,95.6,95.9,,0.2,95.3,77.5,90.9,96.6,,,94.5,,73.8,78.0,79.8,40.0,59.2,91.6,,,75.6,,34.8,37.0,,,,,,,,,,,,,,,,,,,,
